,Street,City,State,Zipcode,Neighbourhood,Subdivision,Price,Zestimate,Bedroom,Bathroom,Year_Built,Longitude,Latitude,Living_Area(Sqft),Home_Type,Lot_Size(Sqft),HOA_Per_Month,Brokerage,Last_Sold_Price,Zpid,Home_Status,hasHeating,hasCooling,hasFireplace,laundryFeatures,furnished,buildingArea,parking,hasGarage,garageSpaces,hasOpenParking,hasCarport,levels,hasPrivatePool,hasSpa,hasView,frontageType,architecturalStyle,roofType,propertyCondition,isNewConstruction,developmentStatus,hasHomeWarranty,hasElectricOnProperty,greenBuildingVerificationType,hasPetsAllowed,hasRentControl,securityFeatures,Is_New_Home,Is_For_Auction,Is_Bank_Owned,Price_History,Event,Date,Agent_Name,Agent_Phone_No.,Posting_Group_Name,First_Nearby_School_Name,First_Nearby_School_Rating,Second_Nearby_School_Name,Second_Nearby_School_Rating,Third_Nearby_School_Name,Third_Nearby_School_Rating
204,55 W 20th Ave APT 202,San Mateo,CA,94403,,,899000,918851.0,2.0,2.0,1982.0,-122.311139,37.546972,1234.0,CONDO,122500.0,525.0,KW Santa Clara Valley Inc,375000.0,15626381,FOR_SALE,True,True,False,,False,,,True,2.0,False,False,,True,True,,,,,,False,,False,,,,False,,False,False,False,899000.0,Listed for sale,2020-09-23,Alan Wang,408-329-1369,KW Santa Clara Valley Inc,Beresford Elementary School,5,Abbott Middle School,5,Aragon High School,9
205,6110 Colby St,Oakland,CA,94618,,,995000,1233986.0,3.0,2.0,1910.0,-122.256334,37.848057,1120.0,SINGLE_FAMILY,2975.0,,RED OAK REALTY,525000.0,24756308,FOR_SALE,True,True,,,False,,,,,False,False,,,,,,,Composition,Existing,False,,False,,,,False,,False,False,False,995000.0,Listed for sale,2020-09-22,Emma Morris,510-527-3387,RED OAK REALTY,Peralta Elementary School,9,Claremont Middle School,6,Oakland International High School,1
206,3233 Noriega St,San Francisco,CA,94122,,,1198000,1366171.0,3.0,2.0,1948.0,-122.498505,37.753012,1470.0,SINGLE_FAMILY,2321.0,,Compass,,15113241,FOR_SALE,True,True,True,,False,,,,,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,1198000.0,Listed for sale,2020-09-18,Burt Louie,415-660-9955,Compass,Sunset Elementary School,10,Giannini (A.P.) Middle School,9,Lincoln (Abraham) High School,7
207,3024 Bolero Ct,Pleasanton,CA,94588,,,965000,972975.0,4.0,3.0,1994.0,-121.88575744628906,37.68733596801758,1928.0,TOWNHOUSE,1367.0,295.0,Village Associates Real Estate,0.0,25072829,FOR_SALE,True,True,True,"In Laundry Room,220 Volt Outlet,Dryer,Washer,Cabinets",False,,2.0,True,2.0,False,False,,,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,965000.0,Listed for sale,2020-09-23,Judy Schoenrock,925-253-6470,Village Associates Real Estate,Donlon Elementary School,8,Thomas S. Hart Middle School,9,Foothill High School,10
208,18308 Pepper St,Castro Valley,CA,94546,,,797888,871027.0,3.0,1.0,1948.0,-122.069372,37.711287,1066.0,SINGLE_FAMILY,10319.0,,Keller Williams Realty,,24910226,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,797888.0,Price change,2020-09-22,Mayra Sepulveda,925-855-8333,Keller Williams Realty,Proctor Elementary School,9,Canyon Middle School,7,Castro Valley High School,9
209,822 Newman Dr,South San Francisco,CA,94080,,,992500,1039044.0,3.0,1.0,1953.0,-122.455248,37.660495,1000.0,SINGLE_FAMILY,4499.0,,Better Homes and Gardens Real Estate JFF,709000.0,15479517,FOR_SALE,True,True,True,,False,,,,,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,992500.0,Listed for sale,2020-09-23,Rebeca Ibarra,650-578-0200,Better Homes and Gardens Real Estate JFF,Buri Buri Elementary School,6,Alta Loma Middle School,5,El Camino High School,7
210,4140 Montgomery St,Oakland,CA,94611,,,1095000,1399463.0,2.0,2.0,1907.0,-122.25282287597656,37.82803726196289,1207.0,SINGLE_FAMILY,3001.0,,COMPASS,1267000.0,24749313,FOR_SALE,True,True,True,,False,,1.0,True,1.0,False,False,,False,False,False,,Bungalow,Composition,Existing,False,,False,,,False,False,,False,False,False,1095000.0,Listed for sale,2020-09-24,Norah Brower,510-703-6934,COMPASS,Piedmont Avenue Elementary School,2,Westlake Middle School,1,Oakland Technical High School,7
211,3517 Northwood Dr,Castro Valley,CA,94546,,,999500,999944.0,4.0,3.0,1953.0,-122.0942611694336,37.71416091918945,2378.0,SINGLE_FAMILY,6899.0,,Coldwell Banker,327500.0,24911752,FOR_SALE,True,True,True,In Laundry Room,False,,2.0,True,2.0,False,False,,False,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,999500.0,Listed for sale,2020-09-25,Bruce Newman,925-953-3512,Coldwell Banker,Chabot Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
212,1942 31st Ave,San Francisco,CA,94116,,,1449000,1610465.0,3.0,2.0,1942.0,-122.48880767822266,37.75099563598633,2030.0,SINGLE_FAMILY,3001.0,,Compass,0.0,15114431,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,1449000.0,Listed for sale,2020-09-23,Carol Solfanelli,415-297-7031,Compass,Stevenson (Robert Louis) Elementary School,9,Lawton Alternative Elementary School,10,Lincoln (Abraham) High School,7
213,1307 Gilman Ave,San Francisco,CA,94124,,,989000,915475.0,3.0,2.0,1938.0,-122.39411163330078,37.721317291259766,1352.0,SINGLE_FAMILY,2500.0,,Compass,550000.0,15154543,FOR_SALE,False,True,True,Hookups Only,False,,1.0,True,1.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,989000.0,Listed for sale,2020-09-24,Crystal Florida,925-785-6488,Compass,Harte (Bret) Elementary School,1,KIPP Bayview Academy,4,Burton (Phillip And Sala) Academic High School,6
214,717 29th Ave,San Mateo,CA,94403,,,2250000,2330600.0,3.0,3.0,1972.0,-122.317995,37.533542,1990.0,SINGLE_FAMILY,6494.0,,Compass,,15536931,FOR_SALE,True,True,True,,False,,,,,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,2250000.0,Listed for sale,2020-09-21,Sue Walsh,650-375-1111,Compass,None,None,None,None,None,None
215,306 S 15th St,San Jose,CA,95112,,,1289000,1321806.0,4.0,2.0,1916.0,-121.8723373413086,37.33826446533203,1907.0,SINGLE_FAMILY,6655.0,,Intero Real Estate Services,635000.0,19711609,FOR_SALE,True,True,True,"Dryer,Washer,Inside,Electricity Hookup (220V)",False,,1.0,True,1.0,False,False,,True,True,False,,,Composition,,False,,False,,,False,False,,False,False,False,1289000.0,Listed for sale,2020-09-23,The Faris-Taylor Team,408-482-5286,Intero Real Estate Services,Horace Mann Elementary School,3,Peter Burnett Middle School,3,San Jose High School,3
216,5887 Greenburg Rd,Dublin,CA,94568,,Boulevard   Newbury,1325549,,5.0,4.0,2020.0,-121.89828491210938,37.709373474121094,2818.0,SINGLE_FAMILY,2439.0,,Lennar,,318986947,FOR_SALE,False,False,,,False,,2.0,True,2.0,False,False,,,False,False,,,,,True,,False,,,False,False,,True,False,False,,,,,,,Frederiksen Elementary School,6,Wells Middle School,6,Dublin High School,9
217,253 Anza St,Fremont,CA,94539,,,900000,1358955.0,3.0,4.0,2012.0,-121.921396,37.530395,1648.0,SINGLE_FAMILY,3750.0,,,,2088974008,FOR_SALE,,,False,,False,,,,,False,False,,False,False,True,,,,,False,,False,,,,False,,False,False,False,900000.0,Price change,2020-09-17,,408-203-2255,,Mission San Jose Elementary School,9,William Hopkins Junior High School,9,Mission San Jose High School,10
218,9 Greenwood Cmn,Berkeley,CA,94708,,,1595000,1894298.0,3.0,2.0,1952.0,-122.25951385498047,37.88258361816406,1671.0,SINGLE_FAMILY,5026.0,166.0,COMPASS,1826000.0,24839871,FOR_SALE,True,True,True,,False,,4.0,True,4.0,False,False,,,False,True,,Mid Century Modern,,Existing,False,,False,,,False,False,,False,False,False,1595000.0,Listed for sale,2020-09-17,Anne Culbertson,510-551-5508,COMPASS,Washington Elementary School,6,Willard Middle School,9,Berkeley High School,8
219,446 Watsonia Ct,San Ramon,CA,94582,,,1398000,1401215.0,4.0,3.0,2008.0,-121.91233825683594,37.77262878417969,3164.0,SINGLE_FAMILY,7122.0,20.0,BHG Reliance Partners,980000.0,82862957,FOR_SALE,True,True,True,"In Laundry Room,Hookups Only,220 Volt Outlet",False,,3.0,True,3.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,,False,False,False,1398000.0,Listed for sale,2020-09-18,Mia and Beverly Team,925-548-1166,BHG Reliance Partners,Quail Run Elementary School,9,Gale Ranch Middle School,9,Dougherty Valley High School,10
220,4574 Ellen Way,Union City,CA,94587,,,799888,826283.0,4.0,3.0,1972.0,-122.07154083251953,37.57933044433594,1907.0,SINGLE_FAMILY,6242.0,,Realty World One Alliance,,24999856,FOR_SALE,True,True,True,"In Laundry Room,Gas Dryer Hookup,Hookups Only",False,,2.0,True,2.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,799888.0,Listed for sale,2020-09-16,Dexter Lat,510-600-3398,Realty World One Alliance,Pioneer Elementary School,6,Alvarado Middle School,5,James Logan high school,7
221,142 Santa Rosa Dr,San Jose,CA,95111,,,689000,710988.0,3.0,2.0,1959.0,-121.83100891113281,37.27861785888672,1123.0,SINGLE_FAMILY,5087.0,,Keller Williams Realty-Silicon Valley,365000.0,19733156,FOR_SALE,True,False,True,In Garage,False,,1.0,True,1.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,Secured Garage / Parking,False,False,False,689000.0,Listed for sale,2020-09-11,Mateo Rangel,415-971-5209,Keller Williams Realty-Silicon Valley,Los Arboles Elementary School,2,Daniel Lairon Elementary School,3,Andrew P. Hill High School,5
222,513 F St,Union City,CA,94587,,,696764,696764.0,4.0,1.5,1948.0,-122.020571,37.60168,1256.0,SINGLE_FAMILY,4965.0,,,559000.0,25002307,PRE_FORECLOSURE,,,,,False,,,,,False,False,,True,,,,,,,False,,False,,,,False,,False,False,False,559000.0,Sold,2006-03-08,,,,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan high school,7
223,2090 Main St,Santa Clara,CA,95050,,,1099000,974102.0,2.0,2.0,1954.0,-121.9532470703125,37.35985565185547,985.0,SINGLE_FAMILY,6019.0,,"Joshua Michaelian, Broker",0.0,19556691,FOR_SALE,True,True,,,False,,1.0,True,1.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1099000.0,Listed for sale,2020-09-18,Joshua Michaelian,408-887-2862,"Joshua Michaelian, Broker",Scott Lane Elementary School,4,Buchser Middle School,5,Santa Clara High School,8
224,2231 Mann Ave #4,Union City,CA,94587,,,429000,,2.0,1.0,1972.0,-122.01788,37.584077,798.0,CONDO,,385.0,Reali,,2077752804,FOR_SALE,True,,,,False,,,,,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,429000.0,Listed for sale,2020-09-23,Ron Laserna,844-447-3254,Reali,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan high school,7
225,1919 Webster St,Palo Alto,CA,94301,,,12999000,12531884.0,6.0,6.0,2015.0,-122.140054,37.438502,5063.0,SINGLE_FAMILY,8306.0,,Zane MacGregor,,124745961,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,True,True,,,,,,False,,False,,,,False,,False,False,False,12999000.0,Listed for sale,2020-07-06,Steve Niethammer,650-324-9900,Zane MacGregor,Walter Hays Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9
226,2525 Tara Ln,South San Francisco,CA,94080,,,1388000,1421468.0,4.0,3.0,1962.0,-122.45983123779297,37.64122009277344,2240.0,SINGLE_FAMILY,5000.0,,Eccleston Incorporated,,15604888,FOR_SALE,True,True,True,"Washer / Dryer,In Utility Room",False,,2.0,True,2.0,False,False,,False,False,True,,,,,False,,False,,,False,False,,False,False,False,1388000.0,Back on market,2020-09-16,Jon Hornstra,650-303-1359,Eccleston Incorporated,Monte Verde Elementary School,9,Westborough Middle School,8,South San Francisco High School,6
227,1808 Zenato Pl,Pleasanton,CA,94566,,,3125000,2801487.0,5.0,6.0,1998.0,-121.821966,37.646662,5643.0,SINGLE_FAMILY,19114.0,240.0,Venture Sotheby's Intl Rlty,1840000.0,25087179,FOR_SALE,True,True,True,,False,,,True,4.0,False,False,,True,,True,,,Tile,,False,,False,,,,False,,False,False,False,3125000.0,Listed for sale,2020-09-01,Susan Schall,925-359-9600,Venture Sotheby's Intl Rlty,Valley View Elementary School,6,Pleasanton Middle School,8,Amador Valley High School,9
228,155 Embarcadero Rd,Palo Alto,CA,94301,,,2765000,2767913.0,0.0,0.0,1957.0,-122.1547622680664,37.439056396484375,1895.0,MULTI_FAMILY,5614.0,,Intero Real Estate Services,1300000.0,153150203,FOR_SALE,True,True,,,False,,2.0,True,2.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,2765000.0,Listed for sale,2020-09-18,Loveless Team,650-400-3309,Intero Real Estate Services,Addison Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9
229,1562 Foothill Rd,Pleasanton,CA,94588,,,4000000,3944620.0,4.0,5.0,1999.0,-121.898413,37.641506,4708.0,SINGLE_FAMILY,91040.0,,Compass,675000.0,25082059,FOR_SALE,True,True,True,,False,,,True,13.0,False,False,,True,,True,,,Tile,,False,,False,,,,False,,False,False,False,4000000.0,Listed for sale,2020-09-19,Kris Moxley,925-251-1111,Compass,Phoebe Apperson Hearst Elementary School,8,Pleasanton Middle School,8,Foothill High School,10
230,2110 Rancho Mccormick Blvd,Santa Clara,CA,95050,,,1195000,1220959.0,3.0,3.0,1981.0,-121.96176147460938,37.35942459106445,1636.0,TOWNHOUSE,858.0,436.0,Midtown Realty,665000.0,19557772,FOR_SALE,True,True,,"Upper Floor,Washer / Dryer",False,,2.0,True,2.0,False,False,,True,True,False,,,Composition,,False,,False,,,False,False,,False,False,False,1195000.0,Price change,2020-09-15,Tim Foy,650-321-1596,Midtown Realty,Scott Lane Elementary School,4,Buchser Middle School,5,Santa Clara High School,8
231,4021 Bayo St,Oakland,CA,94619,,,1199000,821185.0,3.0,2.0,1925.0,-122.192513,37.791411,1641.0,SINGLE_FAMILY,6751.0,,COMPASS,551000.0,24775916,FOR_SALE,True,True,True,Laundry Room,False,,,True,1.0,False,False,,False,False,,,,Composition,"Existing, New Construct - Completed",True,,False,,,,False,Security System Owned,True,False,False,1199000.0,Listed for sale,2020-09-23,Vincent Minelli,510-339-8900,COMPASS,Roses In Concrete,1,Community Day School,,,
232,501 Folsom Cir,Milpitas,CA,95035,,,998888,1021198.0,2.0,3.0,1983.0,-121.902548,37.438849,1459.0,SINGLE_FAMILY,2970.0,295.0,Compass,,19476584,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,998888.0,Listed for sale,2020-09-19,HEIDI CHOI,925-726-4829,Compass,Curtner Elementary School,9,Thomas Russell Middle School,10,Milpitas High School,10
233,11 Cerro Ct,Danville,CA,94526,,,1550000,1550838.0,4.0,3.0,1991.0,-121.973688,37.842427,2896.0,SINGLE_FAMILY,9600.0,,Compass,,18428469,PENDING,True,True,True,,False,,,True,2.0,False,False,,False,False,,,,Tile,,False,,False,,,,False,,False,False,False,1550000.0,Pending sale,2020-09-25,Khrista Jarvis Team,415-660-9955,Compass,Green Valley Elementary School,9,Los Cerros Middle School,9,Monte Vista High School,10
234,35550 Monterra Ter APT 202,Union City,CA,94587,,Monte Vista Villas,549000,549005.0,2.0,2.0,2001.0,-122.011706,37.585746,1022.0,CONDO,,552.0,Keller Williams Realty,,2080930814,FOR_SALE,True,True,,,False,,,True,1.0,False,False,,True,,,,,,,False,,False,,,,False,,False,False,False,549000.0,Price change,2020-08-03,Valerie Crowell,925-934-2900,Keller Williams Realty,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan high school,7
235,3115 Mount Isabel Dr,San Jose,CA,95148,,,1199900,1238170.0,4.0,3.0,1979.0,-121.785763,37.321053,2104.0,SINGLE_FAMILY,6660.0,,"Nova Land, Inc",750000.0,19792918,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,False,False,,,,Tile,,False,,False,,,,False,,False,False,False,1199900.0,Listed for sale,2020-09-23,Yuanzi Ren,408-505-3759,"Nova Land, Inc",Millbrook Elementary School,8,Quimby Oak Middle School,7,Evergreen Valley High School,9
236,1111 Red Wing Dr,Hayward,CA,94541,,,699900,717708.0,4.0,3.0,2012.0,-122.098418,37.664203,1515.0,SINGLE_FAMILY,1502.0,240.0,Intero Real Estate Services,,2077873934,FOR_SALE,True,True,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,699900.0,Listed for sale,2020-09-12,Hebe Li,408-741-1600,Intero Real Estate Services,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4
237,5658 Poplar Cmn,Fremont,CA,94538,,,550000,564999.0,2.0,1.0,1970.0,-121.98765563964844,37.524436950683594,945.0,SINGLE_FAMILY,1363.0,385.0,Coldwell Banker Realty,,25045208,PENDING,True,True,,"Coin Operated,Community Facility,Washer / Dryer,In Utility Room",False,,0.0,False,0.0,False,False,,True,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,550000.0,Pending sale,2020-09-25,SUSAN THOMAS,831-626-2222,Coldwell Banker Realty,Joseph Azevada Elementary School,9,G. M. Walters Junior High School,7,John F. Kennedy High School,7
238,4428 Alamo St,Union City,CA,94587,,,749000,773318.0,4.0,3.0,1971.0,-122.078644,37.590371,1632.0,TOWNHOUSE,1829.0,255.0,Everhome,251000.0,24999235,FOR_SALE,True,,,,False,,,True,2.0,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,749000.0,Listed for sale,2020-09-16,Nicole Causey,510-673-4169,Everhome,Delaine Eastin Elementary School,8,Alvarado Middle School,5,James Logan high school,7
239,5544 Cleveland Pl,Fremont,CA,94538,,,999000,1039568.0,5.0,3.0,1967.0,-121.996847,37.52856,1903.0,SINGLE_FAMILY,5797.0,,Legacy Real Estate & Assoc.,,25044329,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,True,,True,,,Composition,,False,,False,,,,False,,False,False,False,999000.0,Listed for sale,2020-09-24,Thomas Cree,510-744-3500,Legacy Real Estate & Assoc.,Joseph Azevada Elementary School,9,G. M. Walters Junior High School,7,John F. Kennedy High School,7
240,361 Meadowood Cir,San Ramon,CA,94583,,,729900,749906.0,3.0,2.0,1978.0,-121.9384536743164,37.75261306762695,1311.0,SINGLE_FAMILY,2500.0,152.0,RE/MAX Accord,655000.0,18448986,FOR_SALE,True,True,True,"In Garage,Hookups Only,220 Volt Outlet",False,,2.0,True,2.0,False,False,,True,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,729900.0,Price change,2020-09-21,Tony Cristiani,925-785-8948,RE/MAX Accord,Montevideo Elementary School,9,Iron Horse Middle School,9,California High School,9
241,32010 Paloma Ct,Union City,CA,94587,,,586519,586519.0,2.0,2.5,1982.0,-122.0711669921875,37.586692810058594,1124.0,CONDO,,,,139000.0,24998741,PRE_FORECLOSURE,False,False,,,False,,0.0,False,0.0,False,False,,,False,False,,,,,,,False,,,False,False,,False,False,False,139000.0,Sold,1996-12-31,,,,Pioneer Elementary School,6,Alvarado Middle School,5,James Logan high school,7
242,938 Peninsula Ave,San Mateo,CA,94401,,,898000,916579.0,2.0,2.0,1965.0,-122.3311996459961,37.5806999206543,1152.0,TOWNHOUSE,1114918.0,655.0,Rise Homes,545000.0,15641611,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,True,True,False,,,,,False,,False,,,False,False,,False,False,False,898000.0,Price change,2020-09-23,Joseph Polyak,415-595-2647,Rise Homes,Laurel Elementary School,4,Abbott Middle School,5,San Mateo High School,7
243,239 Jamaica Cir #239,Union City,CA,94587,,,318888,248406.0,3.0,2.0,,-122.04850769042969,37.588321685791016,1472.0,MANUFACTURED,,,Keller Williams Realty,,2077926847,FOR_SALE,False,False,,,False,,2.0,True,2.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,318888.0,Listed for sale,2020-09-08,Breann Hodges,510-303-2329,Keller Williams Realty,Tom Kitayama Elementary School,7,Cesar Chavez Middle School,3,James Logan high school,7
244,28033 High Country Dr,Hayward,CA,94542,,,998000,1052930.0,4.0,3.0,1974.0,-122.02861785888672,37.65076446533203,2552.0,SINGLE_FAMILY,8224.0,,Pacific Realty Partners,238000.0,24902729,FOR_SALE,True,True,True,"In Garage,Hookups Only,220 Volt Outlet",False,,3.0,True,3.0,False,False,,,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,998000.0,Listed for sale,2020-09-15,Asir Shahim,510-453-4599,Pacific Realty Partners,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4
245,10546 Red Fir Ct,Cupertino,CA,95014,,,1349000,1348494.0,3.0,2.0,1971.0,-122.04174041748047,37.31492614746094,1202.0,TOWNHOUSE,1934.0,317.0,Keller Williams Realty - Cupertino,1200000.0,19634601,FOR_SALE,True,True,True,Inside,False,,0.0,False,0.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,1349000.0,Listed for sale,2020-06-22,Sugar Wang,510-565-8539,Keller Williams Realty - Cupertino,Abraham Lincoln Elementary School,9,John F. Kennedy Middle School,9,Monta Vista High School,10
246,1125 Spruce St,Berkeley,CA,94707,,,1160000,1730895.0,3.0,2.0,1920.0,-122.266501,37.888108,1830.0,SINGLE_FAMILY,4852.0,,DISTRICT HOMES,1100000.0,24844618,FOR_SALE,True,True,True,Laundry Closet,False,,,True,1.0,False,False,,False,False,True,,,Composition,Existing,False,,False,,,,False,,False,False,False,1160000.0,Listed for sale,2020-09-17,Anna Bellomo,510-417-9390,DISTRICT HOMES,Washington Elementary School,6,Willard Middle School,9,Berkeley High School,8
247,10312 N Blaney Ave,Cupertino,CA,95014,,,2650000,2118348.0,3.0,1.0,1934.0,-122.02294158935547,37.32768249511719,1212.0,SINGLE_FAMILY,13664.0,,Intero Real Estate Services,,19619521,FOR_SALE,True,True,True,In Utility Room,False,,2.0,True,2.0,False,False,,,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,2650000.0,Listed for sale,2020-09-22,Eric Fischer-Colbrie,650-533-7511,Intero Real Estate Services,L. P. Collins Elementary School,9,Sam H. Lawson Middle School,8,Cupertino High School,9
248,19569 Alana Rd,Castro Valley,CA,94546,,,1149000,971682.0,3.0,3.0,1951.0,-122.06763458251953,37.70197677612305,1794.0,SINGLE_FAMILY,19680.0,,Evolve Real Estate,268500.0,24908489,FOR_SALE,True,True,True,In Laundry Room,False,,2.0,True,2.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1149000.0,Listed for sale,2020-09-23,Leslie Peterson,510-697-1208,Evolve Real Estate,Marshall Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
249,2471 Rowntree Way,South San Francisco,CA,94080,,,699000,736897.0,2.0,1.0,1971.0,-122.455114,37.649125,858.0,CONDO,,295.0,Compass,,2078076395,FOR_SALE,True,True,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,699000.0,Listed for sale,2020-08-27,Calvin Kam,415-660-9955,Compass,Skyline Elementary School,6,Westborough Middle School,8,South San Francisco High School,6
250,2093 Greenwood Rd,Pleasanton,CA,94566,,,1490000,1449832.0,6.0,3.0,1970.0,-121.88015747070312,37.67778015136719,2724.0,SINGLE_FAMILY,7997.0,,Re/Max Accord,597000.0,25078516,FOR_SALE,True,True,True,"Dryer,In Closet,Washer",False,,2.0,True,2.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1490000.0,Listed for sale,2020-09-24,Diane Sass,925-699-9508,Re/Max Accord,Walnut Grove Elementary School,9,Harvest Park Middle School,8,Amador Valley High School,9
251,110 Park Rd APT 401,Burlingame,CA,94010,,,1450000,1477641.0,2.0,2.0,1975.0,-122.34435272216797,37.57648849487305,1600.0,CONDO,38257.0,683.0,,750000.0,15628028,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,True,True,False,,,,,False,,False,,,False,False,"Security Building,Security Alarm,Secured Garage / Parking",False,False,False,1450000.0,Listed for sale,2020-08-12,Stanley Lo,650-373-0007,,Washington Elementary School,7,Burlingame Intermediate School,8,Burlingame High School,10
252,540 Irven Ct,Palo Alto,CA,94306,,,2699999,2705195.0,5.0,2.0,1935.0,-122.125255,37.410043,2241.0,SINGLE_FAMILY,5780.0,,MGM Real Estate,,19506149,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,2699999.0,Listed for sale,2020-09-12,Mark Richardson,408-888-2553,MGM Real Estate,Juana Briones Elementary School,7,Terman Middle School,8,Henry M. Gunn High School,9
253,5331 Black Ave APT 1,Pleasanton,CA,94566,,,825000,808585.0,3.0,3.0,1982.0,-121.889922,37.672556,1690.0,TOWNHOUSE,179467.0,400.0,NATALIA LITUNOVSKAIA - BROKER,690000.0,25082696,FOR_SALE,True,True,True,In Unit,False,,,True,2.0,False,True,,False,False,,,,Composition,Existing,False,,False,,,,False,,False,False,False,825000.0,Price change,2020-09-18,Natalia Litunovskaia,925-348-0542,NATALIA LITUNOVSKAIA - BROKER,Walnut Grove Elementary School,9,Harvest Park Middle School,8,Amador Valley High School,9
254,7308 Stonedale Dr,Pleasanton,CA,94588,,,799000,819006.0,3.0,2.0,1987.0,-121.919158,37.688622,1525.0,TOWNHOUSE,2661.0,470.0,Legend RE & Finance,670000.0,25067738,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,799000.0,Listed for sale,2020-09-18,Yuyi Zhang,408-882-6242,Legend RE & Finance,Lydiksen Elementary School,7,Thomas S. Hart Middle School,9,Foothill High School,10
255,1820 Paseo Del Cajon,Pleasanton,CA,94566,,,1469000,1479801.0,4.0,3.0,1968.0,-121.891097,37.669564,2630.0,SINGLE_FAMILY,6982.0,,Elation Real Estate,525000.0,25080353,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,1469000.0,Listed for sale,2020-09-17,Gina Piper,925-200-0202,Elation Real Estate,Walnut Grove Elementary School,9,Harvest Park Middle School,8,Amador Valley High School,9
256,3849 Page Mill Rd,Los Altos Hills,CA,94022,,,2980000,5309510.0,4.0,5.0,2006.0,-122.172902,37.342421,5008.0,SINGLE_FAMILY,435600.0,,Compass,,2098827221,FOR_SALE,True,True,True,,False,,,,,False,False,,False,False,True,,,Composition,,False,,False,,,,False,,False,False,False,2980000.0,Listed for sale,2020-09-23,Carol Li,650-323-1111,Compass,Gardner Bullis Elementary School,9,Ardis G. Egan Junior High School,8,Los Altos High School,9
257,169 Rabbit Ct,Fremont,CA,94539,,,1389000,1347506.0,3.0,3.0,1989.0,-121.91859436035156,37.50960159301758,1728.0,SINGLE_FAMILY,3497.0,80.0,"Timothy Crofton, Inc.",1050000.0,25030468,FOR_SALE,True,True,True,In Laundry Room,False,,2.0,True,2.0,False,False,,True,False,True,,,Tile,,False,,False,,,False,False,,False,False,False,1389000.0,Listed for sale,2020-09-24,Timothy Crofton,510-657-6000,"Timothy Crofton, Inc.",Fred E. Weibel Elementary School,9,John M. Horner Junior High School,8,Irvington High School,9
